model,dataset,idx,label,pred,correct,conf_top1,top5_idx,top5_probs,image_id,class_index,class_hash,class_label,object_category,background_category,background_subcategory
base,inpainted,243,988,988,1,0.9919428825378418,"[988, 315, 318, 989, 952]","[0.9919428825378418, 0.0008157806587405503, 0.0007461726199835539, 0.0007048751576803625, 0.0004699700803030282]",ILSVRC2012_val_00002139,988,n12267677,acorn,food,nature,plant
base,inpainted,244,322,324,0,0.7679572701454163,"[324, 985, 321, 997, 325]","[0.7679572701454163, 0.07146332412958145, 0.018518000841140747, 0.012817163951694965, 0.01249373983591795]",ILSVRC2012_val_00006514,322,n02277742,ringlet,animals,nature,plant
base,inpainted,245,131,136,0,0.1389053165912628,"[136, 489, 131, 30, 27]","[0.13890531659126282, 0.12058122456073761, 0.11365582793951035, 0.05336251109838486, 0.04311075806617737]",ILSVRC2012_val_00007043,131,n02009229,little_blue_heron,animals,nature,plant
base,inpainted,246,309,946,0,0.5397366285324097,"[946, 985, 324, 301, 990]","[0.5397366285324097, 0.12330064177513123, 0.0732872486114502, 0.05102212727069855, 0.03715398535132408]",ILSVRC2012_val_00011167,309,n02206856,bee,animals,nature,plant
base,inpainted,247,324,14,0,0.1448942571878433,"[14, 448, 91, 324, 96]","[0.14489425718784332, 0.12500019371509552, 0.12437199801206589, 0.11012035608291626, 0.054870445281267166]",ILSVRC2012_val_00011780,324,n02280649,cabbage_butterfly,animals,nature,plant
base,inpainted,248,133,696,0,0.4503037631511688,"[696, 792, 563, 767, 133]","[0.4503037631511688, 0.07538706064224243, 0.060797613114118576, 0.058001209050416946, 0.05013151839375496]",ILSVRC2012_val_00012402,133,n02011460,bittern,animals,nature,plant
base,inpainted,249,988,988,1,0.5892606377601624,"[988, 305, 944, 57, 126]","[0.5892606377601624, 0.052011217921972275, 0.03150370344519615, 0.021223347634077072, 0.013231819495558739]",ILSVRC2012_val_00013791,988,n12267677,acorn,food,nature,plant
base,inpainted,250,13,80,0,0.2952894568443298,"[80, 300, 15, 989, 301]","[0.29528945684432983, 0.08385321497917175, 0.061303406953811646, 0.04637616500258446, 0.037482958287000656]",ILSVRC2012_val_00013945,13,n01534433,junco,animals,nature,plant
base,inpainted,251,309,700,0,0.2200921922922134,"[700, 452, 324, 173, 1]","[0.22009219229221344, 0.1480935961008072, 0.04295981302857399, 0.04092102125287056, 0.028826510533690453]",ILSVRC2012_val_00014008,309,n02206856,bee,animals,nature,plant
base,inpainted,252,991,986,0,0.158225417137146,"[986, 74, 26, 815, 14]","[0.158225417137146, 0.05372721701860428, 0.05099331960082054, 0.05080977454781532, 0.049997955560684204]",ILSVRC2012_val_00014042,991,n12985857,coral_fungus,food,nature,plant
base,inpainted,253,303,309,0,0.144564151763916,"[309, 303, 308, 94, 738]","[0.14456415176391602, 0.12661926448345184, 0.09007062017917633, 0.0367710180580616, 0.0365416593849659]",ILSVRC2012_val_00015603,303,n02168699,long-horned_beetle,animals,nature,plant
base,inpainted,254,309,985,0,0.9778130054473876,"[985, 325, 986, 309, 672]","[0.9778130054473877, 0.010929274372756481, 0.003646454308182001, 0.003451297292485833, 0.0010996777564287186]",ILSVRC2012_val_00016575,309,n02206856,bee,animals,nature,plant
base,inpainted,255,324,998,0,0.0917342528700828,"[998, 133, 302, 136, 322]","[0.09173425287008286, 0.06893983483314514, 0.048364490270614624, 0.04525088518857956, 0.03188219666481018]",ILSVRC2012_val_00016787,324,n02280649,cabbage_butterfly,animals,nature,plant
base,inpainted,256,303,311,0,0.0913264974951744,"[311, 85, 91, 77, 82]","[0.09132649749517441, 0.062468841671943665, 0.061260469257831573, 0.05757567286491394, 0.04330231621861458]",ILSVRC2012_val_00017552,303,n02168699,long-horned_beetle,animals,nature,plant
base,inpainted,257,323,323,1,0.6492800712585449,"[323, 946, 108, 953, 324]","[0.6492800712585449, 0.19149313867092133, 0.010979964397847652, 0.00820824783295393, 0.007403380237519741]",ILSVRC2012_val_00017836,323,n02279972,monarch,animals,nature,plant
base,inpainted,258,989,989,1,0.4971323907375335,"[989, 936, 949, 312, 39]","[0.49713239073753357, 0.21597380936145782, 0.04776857793331146, 0.04049653932452202, 0.028998233377933502]",ILSVRC2012_val_00019660,989,n12620546,hip,tools_and_hardware,nature,plant
base,inpainted,259,324,321,0,0.268349677324295,"[321, 985, 1, 951, 716]","[0.26834967732429504, 0.13919967412948608, 0.04515257105231285, 0.04396780952811241, 0.03473794087767601]",ILSVRC2012_val_00019664,324,n02280649,cabbage_butterfly,animals,nature,plant
base,inpainted,260,989,936,0,0.9136457443237304,"[936, 943, 944, 939, 938]","[0.9136457443237305, 0.013626438565552235, 0.013467827811837196, 0.01342365238815546, 0.007798469625413418]",ILSVRC2012_val_00019783,989,n12620546,hip,tools_and_hardware,nature,plant
base,inpainted,261,323,985,0,0.8903061747550964,"[985, 309, 946, 328, 990]","[0.8903061747550964, 0.041220057755708694, 0.01455045584589243, 0.009686999954283237, 0.00423099659383297]",ILSVRC2012_val_00019869,323,n02279972,monarch,animals,nature,plant
base,inpainted,262,78,318,0,0.279497355222702,"[318, 593, 317, 316, 696]","[0.279497355222702, 0.09370259940624237, 0.05166814476251602, 0.04758353903889656, 0.042672961950302124]",ILSVRC2012_val_00021337,78,n01776313,tick,animals,nature,plant
base,inpainted,263,945,956,0,0.2473111450672149,"[956, 40, 945, 46, 59]","[0.24731114506721497, 0.10881487280130386, 0.08449478447437286, 0.07322023063898087, 0.06984950602054596]",ILSVRC2012_val_00022634,945,n07720875,bell_pepper,food,nature,plant
base,inpainted,264,303,322,0,0.2220698297023773,"[322, 59, 315, 943, 313]","[0.22206982970237732, 0.19798070192337036, 0.1340406984090805, 0.041005752980709076, 0.03462762013077736]",ILSVRC2012_val_00024014,303,n02168699,long-horned_beetle,animals,nature,plant
base,inpainted,265,78,307,0,0.1264473646879196,"[307, 47, 397, 46, 66]","[0.12644736468791962, 0.08643915504217148, 0.07984180748462677, 0.05520779639482498, 0.04681891202926636]",ILSVRC2012_val_00027940,78,n01776313,tick,animals,nature,plant
base,inpainted,266,323,57,0,0.2931796610355377,"[57, 52, 994, 114, 53]","[0.2931796610355377, 0.19087408483028412, 0.12374528497457504, 0.03554777055978775, 0.03213667497038841]",ILSVRC2012_val_00028241,323,n02279972,monarch,animals,nature,plant
base,inpainted,267,309,689,0,0.1336321979761123,"[689, 301, 452, 324, 325]","[0.13363219797611237, 0.11742990463972092, 0.10858948528766632, 0.07858176529407501, 0.07307914644479752]",ILSVRC2012_val_00030537,309,n02206856,bee,animals,nature,plant
base,inpainted,268,77,31,0,0.3298370838165283,"[31, 937, 941, 943, 112]","[0.3298370838165283, 0.21063199639320374, 0.06076739355921745, 0.045765381306409836, 0.04072829708456993]",ILSVRC2012_val_00031053,77,n01775062,wolf_spider,animals,nature,plant
base,inpainted,269,945,989,0,0.2998856902122497,"[989, 738, 15, 985, 136]","[0.29988569021224976, 0.09074259549379349, 0.04044289514422417, 0.029313363134860992, 0.025791442021727562]",ILSVRC2012_val_00033111,945,n07720875,bell_pepper,food,nature,plant
base,inpainted,270,322,309,0,0.3590588867664337,"[309, 325, 988, 324, 990]","[0.3590588867664337, 0.08069626986980438, 0.06029662862420082, 0.05060483142733574, 0.04742147773504257]",ILSVRC2012_val_00033554,322,n02277742,ringlet,animals,nature,plant
base,inpainted,271,27,83,0,0.1010194271802902,"[83, 18, 293, 425, 984]","[0.10101942718029022, 0.055833786725997925, 0.039610136300325394, 0.02739166095852852, 0.022638393566012383]",ILSVRC2012_val_00037037,27,n01631663,eft,animals,nature,plant
base,inpainted,272,321,321,1,0.5319539308547974,"[321, 309, 946, 301, 324]","[0.5319539308547974, 0.12021534889936447, 0.10741988569498062, 0.049429479986429214, 0.0337032824754715]",ILSVRC2012_val_00037056,321,n02276258,admiral,animals,nature,plant
base,inpainted,273,323,14,0,0.4668688476085663,"[14, 91, 701, 16, 313]","[0.4668688476085663, 0.22033751010894775, 0.02850980870425701, 0.01879870891571045, 0.017493855208158493]",ILSVRC2012_val_00037418,323,n02279972,monarch,animals,nature,plant
base,inpainted,274,937,938,0,0.289261519908905,"[938, 936, 55, 937, 988]","[0.28926151990890503, 0.1324239820241928, 0.097398541867733, 0.049664679914712906, 0.03941258415579796]",ILSVRC2012_val_00038204,937,n07714990,broccoli,food,nature,plant
base,inpainted,275,73,323,0,0.5047223567962646,"[323, 324, 320, 325, 123]","[0.5047223567962646, 0.22467324137687683, 0.0854874774813652, 0.05711091682314873, 0.03469304367899895]",ILSVRC2012_val_00038770,73,n01773549,barn_spider,animals,nature,plant
base,inpainted,276,322,325,0,0.433887630701065,"[325, 324, 323, 985, 322]","[0.43388763070106506, 0.19386602938175201, 0.08933383226394653, 0.07122252881526947, 0.05026791989803314]",ILSVRC2012_val_00039579,322,n02277742,ringlet,animals,nature,plant
base,inpainted,277,40,611,0,0.1739469766616821,"[611, 955, 112, 39, 988]","[0.17394697666168213, 0.07669628411531448, 0.06962704658508301, 0.04252069443464279, 0.036703016608953476]",ILSVRC2012_val_00041069,40,n01682714,American_chameleon,animals,nature,plant
base,inpainted,278,31,562,0,0.0540282018482685,"[562, 695, 291, 341, 8]","[0.05402820184826851, 0.03071804903447628, 0.02835184708237648, 0.026371942833065987, 0.024087753146886826]",ILSVRC2012_val_00043303,31,n01644373,tree_frog,animals,nature,plant
base,inpainted,279,321,90,0,0.3620294034481048,"[90, 91, 16, 14, 393]","[0.36202940344810486, 0.08445953577756882, 0.08309835195541382, 0.045215003192424774, 0.03498509153723717]",ILSVRC2012_val_00044223,321,n02276258,admiral,animals,nature,plant
base,inpainted,280,58,58,1,0.0744868516921997,"[58, 91, 26, 30, 32]","[0.07448685169219971, 0.07400911301374435, 0.04237324371933937, 0.040915194898843765, 0.03608424589037895]",ILSVRC2012_val_00044544,58,n01737021,water_snake,animals,nature,plant
base,inpainted,281,309,991,0,0.475299596786499,"[991, 324, 996, 938, 937]","[0.475299596786499, 0.07953870296478271, 0.05936925858259201, 0.055000510066747665, 0.04929649457335472]",ILSVRC2012_val_00045227,309,n02206856,bee,animals,nature,plant
base,inpainted,282,303,658,0,0.4087719619274139,"[658, 338, 806, 816, 911]","[0.40877196192741394, 0.10602004081010818, 0.06618848443031311, 0.044027332216501236, 0.03883272036910057]",ILSVRC2012_val_00045848,303,n02168699,long-horned_beetle,animals,nature,plant
base,inpainted,283,325,989,0,0.6930036544799805,"[989, 304, 946, 92, 15]","[0.6930036544799805, 0.03915916755795479, 0.03384537994861603, 0.022225359454751015, 0.01569340005517006]",ILSVRC2012_val_00046093,325,n02281406,sulphur_butterfly,animals,nature,plant
base,inpainted,284,323,937,0,0.1137844324111938,"[937, 378, 988, 952, 375]","[0.11378443241119385, 0.042816560715436935, 0.04190077260136604, 0.04097235947847366, 0.03843289613723755]",ILSVRC2012_val_00049418,323,n02279972,monarch,animals,nature,plant
base,inpainted,285,304,318,0,0.4978674650192261,"[318, 40, 46, 322, 31]","[0.4978674650192261, 0.23838943243026733, 0.08464380353689194, 0.03290782868862152, 0.027758412063121796]",ILSVRC2012_val_00049845,304,n02169497,leaf_beetle,animals,nature,plant
base,inpainted,286,18,429,0,0.4101701378822326,"[429, 768, 23, 18, 134]","[0.41017013788223267, 0.19899405539035797, 0.023265371099114418, 0.01828228496015072, 0.01386648416519165]",ILSVRC2012_val_00000963,18,n01582220,magpie,animals,nature,ground
base,inpainted,287,178,709,0,0.124430775642395,"[709, 611, 591, 741, 721]","[0.12443077564239502, 0.09565383195877075, 0.09558799117803574, 0.05649798363447189, 0.04915957152843475]",ILSVRC2012_val_00001425,178,n02092339,Weimaraner,animals,nature,ground
base,inpainted,288,83,83,1,0.6345394849777222,"[83, 815, 80, 138, 334]","[0.6345394849777222, 0.187628373503685, 0.04311244562268257, 0.010481029748916626, 0.00974329560995102]",ILSVRC2012_val_00002395,83,n01798484,prairie_chicken,animals,nature,ground
base,inpainted,289,362,336,0,0.1033437252044677,"[336, 128, 330, 331, 86]","[0.10334372520446777, 0.08231198787689209, 0.055469315499067307, 0.04188458248972893, 0.03744439780712128]",ILSVRC2012_val_00003383,362,n02447366,badger,animals,nature,ground
base,inpainted,290,272,138,0,0.2396335452795028,"[138, 141, 275, 49, 343]","[0.23963354527950287, 0.13402234017848969, 0.04795972257852554, 0.0402950718998909, 0.03667587414383888]",ILSVRC2012_val_00003765,272,n02114855,coyote,animals,nature,ground
base,inpainted,291,102,106,0,0.5487563014030457,"[106, 334, 102, 297, 337]","[0.5487563014030457, 0.059600431472063065, 0.03390411287546158, 0.023707708343863487, 0.023669257760047913]",ILSVRC2012_val_00004964,102,n01872401,echidna,animals,nature,ground
base,inpainted,292,423,825,0,0.1467862576246261,"[825, 500, 423, 483, 374]","[0.14678625762462616, 0.05147426947951317, 0.04270825907588005, 0.03584281727671623, 0.029395518824458122]",ILSVRC2012_val_00005762,423,n02791124,barber_chair,household,nature,ground
base,inpainted,293,543,815,0,0.2062562406063079,"[815, 363, 997, 331, 336]","[0.20625624060630798, 0.09081140905618668, 0.044513992965221405, 0.036435458809137344, 0.03587578237056732]",ILSVRC2012_val_00007949,543,n03255030,dumbbell,sports_and_recreation,nature,ground
base,inpainted,294,277,133,0,0.2463813573122024,"[133, 136, 82, 86, 131]","[0.24638135731220245, 0.10105474293231964, 0.047629062086343765, 0.04395538941025734, 0.03586314618587494]",ILSVRC2012_val_00008726,277,n02119022,red_fox,animals,nature,ground
base,inpainted,295,428,138,0,0.1518088728189468,"[138, 189, 276, 76, 428]","[0.15180887281894684, 0.02777879126369953, 0.021634720265865326, 0.01957089453935623, 0.0184120275080204]",ILSVRC2012_val_00010045,428,n02797295,barrow,vehicles,nature,ground
base,inpainted,296,134,410,0,0.3532346487045288,"[410, 23, 912, 442, 634]","[0.3532346487045288, 0.09831982851028442, 0.07131599634885788, 0.059516046196222305, 0.03539951145648956]",ILSVRC2012_val_00010138,134,n02012849,crane,vehicles,nature,ground
base,inpainted,297,298,330,0,0.1205552741885185,"[330, 67, 135, 50, 82]","[0.12055527418851852, 0.06610716879367828, 0.05454159528017044, 0.05090123042464256, 0.04834696650505066]",ILSVRC2012_val_00011580,298,n02137549,mongoose,animals,nature,ground
base,inpainted,298,170,815,0,0.0482071414589881,"[815, 132, 381, 293, 992]","[0.04820714145898819, 0.036912523210048676, 0.026898348703980446, 0.02378269098699093, 0.02299589477479458]",ILSVRC2012_val_00015710,170,n02090721,Irish_wolfhound,animals,nature,ground
base,inpainted,299,363,44,0,0.0920575857162475,"[44, 992, 82, 133, 282]","[0.09205758571624756, 0.07756248116493225, 0.06571772694587708, 0.0512896291911602, 0.042469169944524765]",ILSVRC2012_val_00017710,363,n02454379,armadillo,animals,nature,ground
base,inpainted,300,356,539,0,0.0887874886393547,"[539, 98, 18, 858, 425]","[0.0887874886393547, 0.051865898072719574, 0.03565853834152222, 0.034171052277088165, 0.027683107182383537]",ILSVRC2012_val_00019059,356,n02441942,weasel,animals,nature,ground
base,inpainted,301,161,646,0,0.5162776708602905,"[646, 974, 139, 141, 977]","[0.5162776708602905, 0.08029096573591232, 0.06006477028131485, 0.047291100025177, 0.032631974667310715]",ILSVRC2012_val_00023968,161,n02088238,basset,animals,nature,ground
base,inpainted,302,254,959,0,0.4229474067687988,"[959, 965, 991, 938, 924]","[0.42294740676879883, 0.1502774953842163, 0.12476608902215958, 0.060889992862939835, 0.03999875858426094]",ILSVRC2012_val_00025501,254,n02110958,pug,animals,nature,ground
base,inpainted,303,145,974,0,0.0975811928510665,"[974, 13, 646, 10, 677]","[0.09758119285106659, 0.06390760838985443, 0.05420809984207153, 0.043032243847846985, 0.03979092091321945]",ILSVRC2012_val_00026504,145,n02056570,king_penguin,animals,nature,ground
base,inpainted,304,171,352,0,0.0647365897893905,"[352, 293, 81, 340, 83]","[0.06473658978939056, 0.04386196658015251, 0.03295838460326195, 0.029589077457785606, 0.029110137373209]",ILSVRC2012_val_00031302,171,n02091032,Italian_greyhound,animals,nature,ground
base,inpainted,305,299,82,0,0.0589346811175346,"[82, 888, 86, 336, 970]","[0.05893468111753464, 0.05315624177455902, 0.029965927824378014, 0.024245809763669968, 0.02352144755423069]",ILSVRC2012_val_00032737,299,n02138441,meerkat,animals,nature,ground
base,inpainted,306,251,331,0,0.3705833256244659,"[331, 272, 106, 336, 127]","[0.37058332562446594, 0.03448566421866417, 0.02810399979352951, 0.02330254577100277, 0.02204403467476368]",ILSVRC2012_val_00034465,251,n02110341,dalmatian,animals,nature,ground
base,inpainted,307,292,126,0,0.1441141068935394,"[126, 318, 976, 272, 9]","[0.14411410689353943, 0.09756428748369217, 0.05421127751469612, 0.041989438235759735, 0.0407092422246933]",ILSVRC2012_val_00035494,292,n02129604,tiger,animals,nature,ground
base,inpainted,308,77,41,0,0.1343495547771453,"[41, 313, 44, 45, 56]","[0.13434955477714539, 0.12882904708385468, 0.06767507642507553, 0.056173454970121384, 0.04655437916517258]",ILSVRC2012_val_00036589,77,n01775062,wolf_spider,animals,nature,ground
base,inpainted,309,305,67,0,0.2056535631418228,"[67, 15, 54, 81, 44]","[0.20565356314182281, 0.06723884493112564, 0.05914214998483658, 0.05190729349851608, 0.048318590968847275]",ILSVRC2012_val_00037483,305,n02172182,dung_beetle,animals,nature,ground
base,inpainted,310,299,102,0,0.1502985209226608,"[102, 337, 334, 192, 360]","[0.15029852092266083, 0.13939356803894043, 0.12352719157934189, 0.11297459900379181, 0.0645318403840065]",ILSVRC2012_val_00037489,299,n02138441,meerkat,animals,nature,ground
base,inpainted,311,83,15,0,0.1589097529649734,"[15, 133, 278, 276, 330]","[0.15890975296497345, 0.0976000651717186, 0.0574113167822361, 0.05470994859933853, 0.03913939371705055]",ILSVRC2012_val_00039825,83,n01798484,prairie_chicken,animals,nature,ground
base,inpainted,312,362,972,0,0.3114016652107239,"[972, 976, 500, 671, 328]","[0.3114016652107239, 0.10382426530122757, 0.10242021828889847, 0.025543591007590294, 0.023430855944752693]",ILSVRC2012_val_00043025,362,n02447366,badger,animals,nature,ground
base,inpainted,313,85,525,0,0.0431421250104904,"[525, 888, 596, 233, 17]","[0.04314212501049042, 0.041017211973667145, 0.03191978484392166, 0.026069989427924156, 0.024826450273394585]",ILSVRC2012_val_00043990,85,n01806567,quail,animals,nature,ground
base,inpainted,314,203,986,0,0.5116220116615295,"[986, 992, 997, 994, 135]","[0.5116220116615295, 0.08677610754966736, 0.06596940010786057, 0.049404554069042206, 0.015498684719204903]",ILSVRC2012_val_00044593,203,n02098286,West_Highland_white_terrier,animals,nature,ground
base,inpainted,315,79,77,0,0.3185178339481354,"[77, 52, 312, 305, 302]","[0.3185178339481354, 0.06922769546508789, 0.0638279840350151, 0.054101549088954926, 0.03767683357000351]",ILSVRC2012_val_00046006,79,n01784675,centipede,animals,nature,ground
base,inpainted,316,71,81,0,0.0726783275604248,"[81, 82, 15, 85, 86]","[0.0726783275604248, 0.03364827483892441, 0.03222231566905975, 0.026666099205613136, 0.02269979752600193]",ILSVRC2012_val_00046299,71,n01770393,scorpion,animals,nature,ground
base,inpainted,317,298,15,0,0.1366921514272689,"[15, 82, 330, 135, 278]","[0.13669215142726898, 0.0627831444144249, 0.03813128545880318, 0.03577594459056854, 0.031100919470191002]",ILSVRC2012_val_00046702,298,n02137549,mongoose,animals,nature,ground
base,inpainted,318,336,81,0,0.2096593677997589,"[81, 336, 83, 20, 80]","[0.2096593677997589, 0.2057485431432724, 0.0966988280415535, 0.09243625402450562, 0.035795908421278]",ILSVRC2012_val_00048088,336,n02361337,marmot,animals,nature,ground
base,inpainted,319,425,912,0,0.6918070316314697,"[912, 703, 974, 646, 984]","[0.6918070316314697, 0.031183568760752678, 0.02102874405682087, 0.02093426138162613, 0.014062009751796722]",ILSVRC2012_val_00000693,425,n02793495,barn,buildings_and_structures,nature,field
base,inpainted,320,137,135,0,0.1272474080324173,"[135, 143, 128, 131, 138]","[0.1272474080324173, 0.1184241846203804, 0.09088309109210968, 0.05535132437944412, 0.03696468099951744]",ILSVRC2012_val_00000825,137,n02018207,American_coot,animals,nature,field
base,inpainted,321,372,138,0,0.3221363425254822,"[138, 293, 272, 352, 276]","[0.3221363425254822, 0.06425334513187408, 0.059022206813097, 0.03400379419326782, 0.02782493643462658]",ILSVRC2012_val_00001155,372,n02486410,baboon,animals,nature,field
base,inpainted,322,958,649,0,0.0951729640364646,"[649, 825, 293, 138, 386]","[0.09517296403646469, 0.0436735600233078, 0.040664367377758026, 0.038721345365047455, 0.03136514127254486]",ILSVRC2012_val_00002184,958,n07802026,hay,nature,nature,field
base,inpainted,323,232,825,0,0.071509726345539,"[825, 805, 958, 177, 972]","[0.07150972634553909, 0.057251062244176865, 0.023814227432012558, 0.02024223655462265, 0.019449809566140175]",ILSVRC2012_val_00002194,232,n02106166,Border_collie,animals,nature,field
base,inpainted,324,279,272,0,0.2666090726852417,"[272, 269, 13, 82, 287]","[0.2666090726852417, 0.1028931736946106, 0.05960534140467644, 0.052726536989212036, 0.0337396077811718]",ILSVRC2012_val_00002447,279,n02120079,Arctic_fox,animals,nature,field
base,inpainted,325,146,288,0,0.0907531604170799,"[288, 336, 972, 825, 649]","[0.09075316041707993, 0.0859743133187294, 0.06345215439796448, 0.03718531131744385, 0.034310270100831985]",ILSVRC2012_val_00003845,146,n02058221,albatross,animals,nature,field
base,inpainted,326,352,970,0,0.0497719123959541,"[970, 649, 795, 975, 170]","[0.04977191239595413, 0.029936714097857475, 0.023377925157546997, 0.022188279777765274, 0.019569139927625656]",ILSVRC2012_val_00003871,352,n02422699,impala,animals,nature,field
base,inpainted,327,958,970,0,0.2872589826583862,"[970, 958, 888, 483, 979]","[0.28725898265838623, 0.2558145225048065, 0.10791738331317902, 0.08326033502817154, 0.07040013372898102]",ILSVRC2012_val_00004376,958,n07802026,hay,nature,nature,field
base,inpainted,328,958,958,1,0.7929579615592957,"[958, 425, 483, 730, 497]","[0.7929579615592957, 0.07732262462377548, 0.029240882024168968, 0.006116988603025675, 0.005321411415934563]",ILSVRC2012_val_00005847,958,n07802026,hay,nature,nature,field
base,inpainted,329,275,295,0,0.2169678062200546,"[295, 336, 271, 331, 979]","[0.21696780622005463, 0.1510097086429596, 0.049527425318956375, 0.038731977343559265, 0.038605522364377975]",ILSVRC2012_val_00008357,275,n02116738,African_hunting_dog,animals,nature,field
base,inpainted,330,888,888,1,0.7246452569961548,"[888, 825, 975, 979, 970]","[0.7246452569961548, 0.04924650862812996, 0.03444015234708786, 0.03167399764060974, 0.02973463013768196]",ILSVRC2012_val_00011871,888,n04532670,viaduct,buildings_and_structures,nature,field
base,inpainted,331,352,352,1,0.4468860030174255,"[352, 351, 138, 343, 730]","[0.44688600301742554, 0.31692105531692505, 0.045812562108039856, 0.02951228618621826, 0.02109924703836441]",ILSVRC2012_val_00012135,352,n02422699,impala,animals,nature,field
base,inpainted,332,85,331,0,0.1032170504331588,"[331, 18, 135, 272, 276]","[0.10321705043315887, 0.050868891179561615, 0.03752085566520691, 0.03636077046394348, 0.0268950704485178]",ILSVRC2012_val_00012223,85,n01806567,quail,animals,nature,field
base,inpainted,333,9,276,0,0.3472739160060882,"[276, 272, 295, 347, 974]","[0.34727391600608826, 0.0960896760225296, 0.059988249093294144, 0.056938689202070236, 0.024936901405453682]",ILSVRC2012_val_00014328,9,n01518878,ostrich,animals,nature,field
base,inpainted,334,199,138,0,0.1050597131252288,"[138, 131, 136, 211, 18]","[0.10505971312522888, 0.03704003617167473, 0.031963299959897995, 0.02654542773962021, 0.026034152135252953]",ILSVRC2012_val_00014441,199,n02097298,Scotch_terrier,animals,nature,field
base,inpainted,335,522,958,0,0.5472643375396729,"[958, 984, 730, 912, 595]","[0.5472643375396729, 0.11806775629520416, 0.045887868851423264, 0.025340238586068153, 0.024150487035512924]",ILSVRC2012_val_00014684,522,n03134739,croquet_ball,sports_and_recreation,nature,field
base,inpainted,336,340,984,0,0.1964596062898636,"[984, 900, 975, 660, 888]","[0.1964596062898636, 0.08200635015964508, 0.06866344064474106, 0.06448352336883545, 0.0369182787835598]",ILSVRC2012_val_00015166,340,n02391049,zebra,animals,nature,field
base,inpainted,337,9,958,0,0.2497746646404266,"[958, 912, 347, 649, 853]","[0.24977466464042664, 0.10095871239900589, 0.07145320624113083, 0.0653429925441742, 0.04284121096134186]",ILSVRC2012_val_00015266,9,n01518878,ostrich,animals,nature,field
base,inpainted,338,386,912,0,0.1137943491339683,"[912, 425, 958, 706, 458]","[0.11379434913396835, 0.09784543514251709, 0.055486973375082016, 0.05455527827143669, 0.03948136046528816]",ILSVRC2012_val_00015578,386,n02504458,African_elephant,animals,nature,field
base,inpainted,339,274,275,0,0.1324280500411987,"[275, 346, 49, 276, 84]","[0.13242805004119873, 0.0917041152715683, 0.042315591126680374, 0.03990277647972107, 0.03705817461013794]",ILSVRC2012_val_00015605,274,n02115913,dhole,animals,nature,field
base,inpainted,340,274,295,0,0.1527619510889053,"[295, 271, 294, 815, 330]","[0.15276195108890533, 0.09321419149637222, 0.041060760617256165, 0.037687934935092926, 0.03527809679508209]",ILSVRC2012_val_00015888,274,n02115913,dhole,animals,nature,field
base,inpainted,341,254,852,0,0.0519632548093795,"[852, 646, 89, 203, 336]","[0.05196325480937958, 0.04192468523979187, 0.03768564388155937, 0.03166988864541054, 0.0306796133518219]",ILSVRC2012_val_00017188,254,n02110958,pug,animals,nature,field
base,inpainted,342,185,522,0,0.0798813551664352,"[522, 9, 266, 825, 346]","[0.07988135516643524, 0.036895010620355606, 0.030462736263871193, 0.02972092106938362, 0.026856541633605957]",ILSVRC2012_val_00017535,185,n02094114,Norfolk_terrier,animals,nature,field
base,inpainted,343,169,646,0,0.1646797209978103,"[646, 336, 261, 192, 289]","[0.16467972099781036, 0.13415411114692688, 0.08737128973007202, 0.04421916976571083, 0.03956616297364235]",ILSVRC2012_val_00018654,169,n02090622,borzoi,animals,nature,field
base,inpainted,344,193,361,0,0.10068329423666,"[361, 192, 133, 363, 82]","[0.10068329423666, 0.04747481271624565, 0.040834542363882065, 0.033672600984573364, 0.03206263482570648]",ILSVRC2012_val_00018890,193,n02096294,Australian_terrier,animals,nature,field
base,inpainted,345,355,109,0,0.3486993312835693,"[109, 66, 533, 67, 646]","[0.34869933128356934, 0.12212734669446945, 0.09663547575473785, 0.04165731742978096, 0.030072277411818504]",ILSVRC2012_val_00019696,355,n02437616,llama,animals,nature,field
base,inpainted,346,83,138,0,0.3716649711132049,"[138, 81, 331, 278, 141]","[0.37166497111320496, 0.11612281948328018, 0.062182631343603134, 0.05876658484339714, 0.05181485787034035]",ILSVRC2012_val_00020690,83,n01798484,prairie_chicken,animals,nature,field
base,inpainted,347,355,958,0,0.1149657219648361,"[958, 912, 975, 913, 405]","[0.11496572196483612, 0.09598254412412643, 0.07558707147836685, 0.0538654699921608, 0.04270787909626961]",ILSVRC2012_val_00021181,355,n02437616,llama,animals,nature,field
base,inpainted,348,172,410,0,0.2757000625133514,"[410, 703, 825, 912, 472]","[0.27570006251335144, 0.12687833607196808, 0.05109601840376854, 0.04145413637161255, 0.035937290638685226]",ILSVRC2012_val_00022036,172,n02091134,whippet,animals,nature,field
base,inpainted,349,958,958,1,0.1938442438840866,"[958, 984, 979, 912, 649]","[0.1938442438840866, 0.06665877997875214, 0.04373165965080261, 0.03359760344028473, 0.030481252819299698]",ILSVRC2012_val_00023170,958,n07802026,hay,nature,nature,field
base,inpainted,350,425,958,0,0.5200677514076233,"[958, 976, 425, 649, 975]","[0.5200677514076233, 0.09618827700614929, 0.07745318859815598, 0.06269682198762894, 0.06042446941137314]",ILSVRC2012_val_00024135,425,n02793495,barn,buildings_and_structures,nature,field
